Influencer,videoName,audio_text,cluster_label,umap_1,umap_2
0_shufen,0_shufen-20250904190626-25726444630315954,"(1) A young female voice begins speaking in Mandarin with a clear, steady, and slightly narrative tone. The background is quiet with no immediate music. (2) Short, percussive sound effects (stings) occur between her sentences to emphasize the storytelling beats. (3) The audio finishes with a loud, recognizable canned laughter sound effect (laugh track) that overlaps with the end of her sentence.",3,9.033938,1.7917496
0_shufen,0_shufen-20250904223800-1589940985582024,"(1) A clear female voice speaks in a lively and assertive tone, accompanied by a light, bouncy electronic background track. (2) Short 'pop' or 'ding' sound effects are heard synchronously with the appearance of numbered text on the screen. (3) The vocal narration concludes, followed immediately by a short clip of a collective laughing crowd sound effect as the music stops.",0,12.060371,0.1148552
0_shufen,0_shufen-20250905012518-1294397242515994,"(1) A young female voice is heard speaking in Mandarin Chinese with a conversational, complaining, and somewhat playful tone. There is no background music. (2) The soundscape is dominated by the vocal recording, with minimal background hum or room tone. (3) No sound effects or external noises are present; the audio ends abruptly as she finishes her sentence.",3,8.566947,2.260003
0_shufen,0_shufen-20250905070450-1461416632060937,"(1) A female voice speaks in a sweet, high-pitched, and playful tone. (2) The speaking continues without background music or ambient noise. (3) A loud, exaggerated, synthetic-sounding fart sound effect (SFX) plays abruptly, followed by the end of the recording.",0,11.86717,0.38643858
0_shufen,0_shufen-20250905152055-3835027656806284,"(1) A female voice speaks in Mandarin with a conversational tone over upbeat, mid-tempo electronic pop background music. (2) The voice continues speaking as the sound of ambient indoor cafe noise is briefly heard. (3) The female voice says a punchline followed by loud, high-pitched, enthusiastic laughter that continues until the end of the clip.",3,8.8369255,2.2353065
0_shufen,0_shufen-20250905211057-1218230043289605,"(1) A female voice speaks in Mandarin with a soft, slightly playful tone. (2) A loud, sharp sound effect similar to a goat's bleat interrupts the speech briefly. (3) The female voice continues her story. (4) A series of comical, high-pitched laughing sound effects and 'boing' sounds play at the end of the video.",3,9.011339,1.9167705
0_shufen,0_shufen-20250906073531-1252052250149346,"(1) The video begins with silence, followed by a loud, sudden gunshot or slamming sound effect. (2) This loud percussive sound effect repeats at every scene transition. (3) No human vocals, background music, or significant ambient noise are detected throughout the duration.",1,11.568843,-2.1713226
0_shufen,0_shufen-20250906090959-1433691898406543,"(1) A soft, mid-tempo lo-fi background track begins. A young woman speaks in Mandarin with a clear, expressive, and storytelling tone. (2) The woman's voice remains the dominant sound throughout the middle of the video with consistent volume. (3) After the speech finishes, a sudden, loud, and high-pitched male laughter sound effect (a common internet meme sound) plays briefly as the audio and video cut to silence.",3,9.101654,1.9352231
0_shufen,0_shufen-20250906132124-657432210765866,(1) Upbeat pop music with a female vocal and electronic beat plays throughout the duration. Background ambient chatter from a crowd and general indoor atmosphere (reminiscent of a cafe) are clearly audible underneath the music. No vocals from the person on screen are detected.,1,10.602894,-1.6753492
0_shufen,0_shufen-20250906143729-1591259341910534,"(1) A young female voice speaks in Mandarin Chinese with a playful and energetic tone. (2) The speech is continuous throughout the video without any background music. (3) The soundscape is clean, with very minimal ambient car interior noise and no sound effects (SFX) detected.",3,8.571785,2.285858
0_shufen,0_shufen-20250906174039-894684720405347,"(1) A soft, gentle female voice begins speaking in Mandarin over a light, melodic piano background track. (2) The tone is storytelling and conversational. (3) Suddenly, a second female voice interrupts with a louder, more exasperated and mocking tone. (4) The video ends with a short burst of laughter.",3,9.004139,2.0800579
0_shufen,0_shufen-20250906191843-1654263582228894,"(1) The audio starts with an upbeat, bouncy background music track. A female voice enters immediately, speaking in a high-pitched, energetic, and storytelling tone. (2) As the narration continues, the BGM maintains a consistent tempo. There are no significant ambient noises, indicating a clean voice-over or studio-like recording for the talking-head segments. (3) During the puppy clips, faint whining or high-pitched animal sounds can be heard underneath the narration. (4) The video ends with a distinct, canned laugh track sound effect that punctuates the creator's final joke.",0,12.547447,-0.113033816
0_shufen,0_shufen-20250907041415-776152268880837,"(1) A single female voice speaks in a conversational, slightly dramatic Mandarin tone over a light, upbeat electronic background track with a steady beat. (2) A subtle melodic 'ding' sound effect plays when the heart animations appear on screen. (3) The music maintains its tempo as the speaker's tone shifts from narrative to a more exaggerated, high-pitched complaining style. (4) The audio concludes with the female speaker making a soft groaning sound of physical pain amidst the continuing background music.",3,9.359329,2.191013
0_shufen,0_shufen-20250907052618-917708198102607,"(1) An upbeat, high-tempo pop song begins immediately. (2) A female vocal is heard singing English lyrics (""...picture in my wallet like you... take a look at my girlfriend...""). The audio is clear and studio-quality without any background noise or sound effects.",1,10.323332,-1.4745916
0_shufen,0_shufen-20250909231624-918933700645823,"(1) Upbeat English pop music with a male vocalist begins immediately. (2) The song continues with a steady electronic beat and rhythmic melody. (3) The music maintains a constant volume and tempo until the end of the video, with no other environmental sounds or speech heard.",1,10.251025,-1.8216338
0_shufen,0_shufen-20250910042300-4565964073636444,"(1) A young female voice begins speaking in a clear, friendly, and storytelling tone. No background music is audible at the very start. (2) As she describes an 'unexpected' event, a whimsical sound effect (a rising chime/hmmm sound) plays. (3) Light, upbeat, and bouncy background music fades in. (4) Another 'wow' style sound effect triggers when she mentions a discount. (5) The video ends with a brief cartoonish laughing sound effect.",5,11.633184,0.31521264
0_shufen,0_shufen-20250910071400-935239535830022,"(1) A female voice speaks in a somber, low-pitched tone with minimal background noise. (2) A bright, chime-like sound effect plays as the transition graphic appears. (3) Upbeat, medium-tempo background music starts as the female voice becomes higher-pitched, energetic, and welcoming.",0,11.856955,-0.018830227
0_shufen,0_shufen-20250910134014-1227562825418616,"(1) A rhythmic, high-tempo electronic beat begins with distinct percussion sounds. No vocals are detected initially. (2) A loud, distorted male shouting sound effect ('Ah!') occurs simultaneously with the dog's appearance. (3) The rhythmic music continues briefly as the sound of the shout echoes.",1,11.441769,-1.7622992
0_shufen,0_shufen-20250910162646-1552439516047192,"(1) A high-pitched, energetic female voice speaking Mandarin begins immediately, accompanied by upbeat, medium-tempo electronic background music. (2) As the speaker's tone remains expressive and narrative, occasional sharp 'pop' and 'ding' sound effects trigger alongside the appearance of text and stickers. (3) The music and speech maintain a consistent volume and pace throughout the duration of the clip until a sharp cut at the end.",3,9.455871,2.991255
0_shufen,0_shufen-20250910181906-1712588466381954,"(1) The audio begins with a female voice speaking in Chinese with an annoyed yet humorous tone. (2) A light, rhythmic background melody plays throughout, maintaining a moderate tempo. (3) At the very end of the video, a canned 'laugh track' sound effect plays as the vocal narration finishes.",3,9.185775,1.9123272
0_shufen,0_shufen-20250910193009-1825911321439722,"(1) Upbeat pop music begins with a female voice singing lyrics about 'Anxiety' with a rhythmic countdown. (2) The music continues at a steady, energetic tempo as visual cuts occur. (3) Sound effects of a man and woman speaking in Mandarin enter the soundscape, followed by a clear, exaggerated gagging/retching sound effect ('Eww'). (4) The background music remains consistent throughout the clips, providing a rhythmic base for the comedic timing.",3,9.663108,2.1322174
0_shufen,0_shufen-20250910221808-752521324184106,"(1) A heavy, continuous sound of falling rain begins immediately. (2) There are no vocals, music, or other sound effects detected. (3) The rain sound maintains a consistent intensity and texture, which resembles a sizzling or frying noise, until the clip ends.",1,11.58114,-2.2959886
0_shufen,0_shufen-20250910221900-1827059617975966,"(1) A young female voice begins speaking Mandarin Chinese in a clear, conversational, and storytelling tone. The environment is quiet with no background music. (2) The vocal narration continues with varied pitch and emphasis to convey the narrative flow. (3) As the speech ends, a subtle 'puzzled' SFX (resembling a soft hum) is heard, followed immediately by a short track of canned laughter.",3,8.974839,1.692468
0_shufen,0_shufen-20250911084048-896432156127037,"(1) A female voice begins speaking in Taiwanese Hokkien with a cheerful and warm tone. No background music is audible. (2) The vocal delivery remains energetic and rhythmic, suggesting a festive or personal message. (3) The recording concludes with the voice maintaining a high pitch and friendly cadence, accompanied only by very faint indoor ambient noise.",3,8.653298,2.4640222
0_shufen,0_shufen-20250911095903-4260731734242856,(1) A high-pitched female vocal track begins over an upbeat pop music backing (a remix of the song 'That Girl'); the tempo is steady and energetic. (2) The music continues consistently throughout the video with no change in volume or tone. (3) No ambient environmental noise or specific sound effects are audible over the music track.,1,10.625118,-1.5722889
0_shufen,0_shufen-20250912002603-1449114766806030,"(1) Upbeat, medium-tempo lo-fi background music with a bouncy electronic melody starts immediately. (2) A young female voice begins speaking in a friendly, conversational tone, narrating a story in Mandarin Chinese. The music remains at a consistent volume behind the vocals. (3) The voice ends with a light, cheerful laugh as the music continues until the clip cuts off.",3,8.965527,2.370362
0_shufen,0_shufen-20250912012117-1790269458323474,"(1) A high-pitched, energetic female voice begins speaking in Mandarin over a light, upbeat electronic background track. (2) Cartoon-style sound effects (like a 'whoosh' or 'pop') coincide with the appearance of text on screen. (3) The vocal performance remains fast-paced and humorous until the audio cuts out at the end.",3,9.195703,2.0986822
0_shufen,0_shufen-20250912151159-1969397717344780,"(1) A young female voice starts speaking in Mandarin Chinese with an upbeat and playful tone. A light, upbeat background music track with a moderate tempo begins simultaneously. (2) The vocals remain central and clear, with the speaker maintaining a conversational yet flirtatious inflection. Ambient room noise is minimal. (3) The speaking ends with a short, soft giggle, while the background music continues at a steady volume until the end of the clip.",3,8.785529,2.4222877
0_shufen,0_shufen-20250912171559-4295381947399091,"(1) A young female voice begins speaking in Mandarin with a calm, conversational, and slightly teasing tone; no background music is present, only clear studio-quality vocals. (2) The vocal narration continues as she tells a short story, with minimal background noise or ambient sound. (3) A cartoonish, high-pitched laugh sound effect (SFX) plays briefly as the female voice finishes her final sentence.",3,8.993887,1.6743152
0_shufen,0_shufen-20250917190739-1971244733427815,"(1) A female voice begins speaking in Mandarin with a high-pitched, playful, and friendly tone; light, whimsical, and upbeat background music starts simultaneously. (2) As she asks the first question about marriage, a 'boing' sound effect and short whimsical chirps are heard. (3) The playful music continues at a steady pace as she transitions to the second question about children, ending with the same upbeat tempo.",3,9.110005,2.4164522
0_shufen,0_shufen-20250918164511-1593137371730113,"(1) A female voice begins speaking in a soft, gentle, and slightly breathy tone in Mandarin. (2) A light, melodic piano background track plays continuously at a low volume. (3) The vocal delivery remains steady and intimate, accompanied by the subtle sound of the indoor environment.",3,8.706456,2.3834813
0_shufen,0_shufen-20250923155056-2073803733407582,"(1) A high-pitched female voice speaks in Mandarin Chinese with a conversational and slightly hesitant tone. (2) Comedic sound effects, including a 'ding' sound and an exaggerated 'wow' vocal effect, are interspersed to emphasize certain points. (3) The speaking continues without background music, focusing entirely on the vocal delivery and the reaction sound effects until the end.",3,9.086248,1.9016659
0_shufen,0_shufen-20250929192330-1397133678519452,"(1) A female voice speaks in Mandarin with a conversational, slightly high-pitched and playful tone. Upbeat, rhythmic electronic background music begins. (2) The vocal continues the story with a questioning inflection. Brief sound effects like a subtle 'pop' or 'ding' accompany text appearing on screen. (3) The vocal delivers a short phrase with emphasis, followed immediately by a pre-recorded track of group laughter. The background music ends abruptly with the laugh track.",3,9.255771,2.0872455
0_shufen,0_shufen-20250930013642-1674118730414498,"(1) A romantic, slow-tempo ballad starts, featuring a male vocal singing 'You look so beautiful in white' accompanied by soft piano and strings. (2) At 00:04, the music cuts abruptly to a high-energy pop song with an upbeat electronic rhythm and a female vocal singing '...we still breathe'. (3) The upbeat music continues until the end with no ambient noise or speaking voices detected.",1,10.212654,-1.3427315
0_shufen,0_shufen-20251005004704-1312076044286364,"(1) Upbeat and energetic electronic background music begins. (2) A female voice speaks a short, loud sentence in a sharp tone using a local dialect (Taiwanese Hokkien). (3) The audio cuts off along with the music as the video ends.",3,9.157591,2.542124
0_shufen,0_shufen-20251005114332-1672639147236144,"(1) A young female voice begins speaking Mandarin in a conversational and expressive tone. Behind her, a medium-tempo electronic background music with a steady drum beat starts playing. (2) The vocal continues at a consistent volume, conveying a storytelling rhythm. There is no significant ambient noise, suggesting a quiet indoor recording environment. (3) As the speech concludes, a classic sitcom-style 'laugh track' or canned laughter sound effect (SFX) plays briefly before the audio ends.",3,9.053484,1.7199906
0_shufen,0_shufen-20251008045204-1973821920219234,"(1) Upbeat and rhythmic electronic music with a Brazilian Funk (Phonk) influence starts immediately. (2) Rhythmic male vocals in Portuguese are heard, repeating a catchy phrase in sync with the heavy bass beat. (3) The music maintains a constant high energy and tempo until the end of the clip, with no significant ambient noise or sound effects detected.",1,11.290886,-1.7589126
0_shufen,0_shufen-20251011183947-3743846762424272,"(1) A female voice begins speaking in a high-pitched, slightly excited tone; an upbeat, mid-tempo acoustic-style background music starts. (2) A 'hm?' questioning sound effect plays briefly as the woman's speech pattern pauses; the music continues at a steady volume. (3) The female voice continues with a complaining yet humorous tone until the end of the clip, with quiet indoor ambient noise in the background.",3,11.53141,0.01921475
0_shufen,0_shufen-20251020112352-1226625612257659,"(1) An upbeat Mandopop song with male vocals begins immediately, featuring a rhythmic electronic beat. (2) The music continues at a steady pace as the woman interacts with the cake; no other ambient noises or speech from the woman are heard. (3) The rhythmic music maintains its volume and tempo throughout the duration of the clip until the end.",1,9.615571,-1.6563548
0_shufen,0_shufen-20251023124807-26148841931367902,"(1) The audio begins with ambient indoor noise and the sound of light footsteps. (2) A gentle female voice speaks with concern, followed by a low-pitched male voice responding. (3) An upbeat, rhythmic electronic background music track fades in as the dialogue continues. (4) Sounds of walking on a hard surface and a door opening are heard, concluding with a playful female giggle.",0,11.759608,0.08088444
0_shufen,0_shufen-20251030004616-1463068988755276,"(1) Upbeat, medium-tempo background music plays alongside the ambient noise of a busy street. A male voice speaks in Mandarin with a polite but inquisitive tone. (2) The female voice responds briefly and neutrally in Mandarin. (3) The male voice asks a follow-up question, and the female voice responds loudly and sharply with a three-syllable Taiwanese Hokkien phrase as the music continues to play.",4,10.554212,2.4925609
0_shufen,0_shufen-20251030004957-1224032665953959,"(1) A soft, melodic keyboard track begins accompanied by a high-pitched, child-like female vocal singing 'I can see you from behind'. (2) The vocals maintain a consistent, slightly eerie yet sweet tone with a reverb effect as the music continues at a slow tempo. (3) The song concludes as the vocal phrase ends, leaving only the soft background atmosphere.",1,10.096716,-1.2861933
0_shufen,0_shufen-20251031110256-1879146389459228,"(1) Upbeat, mid-tempo electronic pop instrumental music begins immediately. No vocals are detected. (2) The music maintains a consistent rhythm with synthesizers and a steady percussion beat. (3) The instrumental track continues without change until the end of the video. Ambient noise and sound effects are absent.",1,11.176186,-1.9715319
0_shufen,0_shufen-20251031195201-1235106771378448,"(1) A female voice speaks in Mandarin Chinese with a conversational and slightly exasperated tone. (2) Short, sharp sound effects (SFX) like a 'ding' and a 'boing' sound accompany the appearance of text on the screen. (3) A brief laugh track is heard near the end of the clip as the speaker finishes her statement, punctuating the humor of her story.",3,9.032039,1.6991745
0_shufen,0_shufen-20251103172337-25890501347256455,"(1) A female voice speaks in a calm, conversational Mandarin tone; there is no background music. (2) The tone fluctuates to express mock sadness as she describes a personal loss. (3) The speech ends and is immediately followed by a standard laugh-track sound effect (SFX) to signal the joke.",3,8.968636,1.5528337
0_shufen,0_shufen-20251114150902-3288154788032886,"(1) A female voice speaks in a high-pitched, energetic, and humorous tone in Mandarin throughout the video. (2) Upbeat, medium-tempo background music plays continuously, maintaining a lighthearted mood. (3) Subtle ambient indoor noise is present but not distracting. (4) A canned laughter sound effect (SFX) triggers at the very end of the video.",3,9.156526,1.619903
0_shufen,0_shufen-20251208102511-806486915785318,"(1) A female voice speaks in Mandarin with a friendly and conversational tone. Ambient outdoor sounds include distant traffic and the low hum of a passing motorbike. (2) The vocal tone shifts slightly to a humorous or self-mocking inflection as she continues. (3) The speaking stops, leaving only the ambient city noise and the sound of the wind or movement until the end of the clip.",3,8.598973,2.1951377
0_shufen,0_shufen-20251208135743-2660784704301085,"(1) Upbeat electronic BGM starts with a high-pitched female voice saying 'Meow meow' in a rhythmic manner. (2) The same female voice asks a question in Mandarin with a cheerful, curious tone. (3) A distorted, screechy cat sound effect plays as a meme-style SFX, followed by the female voice speaking again with a slightly disappointed or humorous questioning tone.",3,9.555656,2.0519767
0_shufen,0_shufen-20251208180741-1211721060594889,"(1) A female voice speaks in a high-pitched, excited, and humorous tone in Mandarin. Background includes soft ambient park noise and distant bird chirping. (2) A sudden, loud, deep male voice shouts ""Shufen!"" (淑芬), which is clearly a sound effect or a recorded snippet used for the anecdote. (3) The woman resumes speaking, followed by a burst of canned laughter and her own chuckle as she concludes the story.",3,8.938801,2.0384407
0_shufen,0_shufen-20251208180938-882322227951342,"(1) A light, melodic chime-like background track begins immediately, featuring a repetitive and curious tone. (2) Background ambient noise of a moving train, including low-frequency mechanical humming and slight rattling, is present beneath the music. (3) No human vocals, speech, or sound effects are detected throughout the clip.",1,11.6681385,-2.332155
0_shufen,0_shufen-20251209053058-1464077632060535,"(1) A young female voice is heard speaking in a soft, playful, and slightly high-pitched tone in Mandarin. (2) There is no background music or significant ambient noise detected, creating a clean vocal-focused audio track. (3) Minimal rustling sounds are heard as the subject moves slightly.",3,8.6247425,2.2721672
0_shufen,0_shufen-20251210223053-1221132536826852,"(1) A young female voice speaks in Mandarin with a clear, calm, and slightly playful tone. There is no background music. (2) The vocal track is continuous and clear, with minimal ambient noise. (3) The audio remains consistent until the end of the clip without any sound effects or transitions.",3,8.578995,2.296138
0_shufen,0_shufen-20251210231544-1439731317814547,"(1) A high-pitched female voice speaking Mandarin Chinese begins immediately, maintaining a curious and energetic tone throughout. (2) There is a persistent background drilling or construction noise that competes with the vocal track. (3) Ambient city sounds, including distant traffic, are audible beneath the speech and construction noise. No background music is present.",3,8.58957,2.232866
0_shufen,0_shufen-20251215151359-2117163152368587,"(1) A deep, rhythmic electronic bass beat starts and continues throughout the video. (2) A repeating siren-like high-pitched synthesizer sound effect is layered over the bass. (3) No human vocals or ambient environment noises are audible over the studio-quality music track.",1,11.357059,-2.0631986
0_shufen,0_shufen-20251216140236-902351449062684,"(1) A dreamy, mid-tempo synth-based instrumental track plays continuously from the start. (2) No human voices, speech, or distinct environmental sound effects are audible, creating an ethereal and focused soundscape.",1,11.443121,-2.4081392
0_shufen,0_shufen-20251216184210-1158894822989695,"(1) A female voice speaking in a friendly, enthusiastic tone in Mandarin says she loves small animals. (2) The background music is a light, mid-tempo instrumental that maintains a steady rhythm. (3) The female voice continues by listing several Taiwanese food dishes in a playful, deadpan delivery, creating a contrast with the initial statement.",3,8.622569,2.5851796
0_shufen,0_shufen-20251218102358-1212158867689248,"(1) A female voice starts speaking in Mandarin Chinese with a conversational, slightly playful, and complaining tone. Behind the voice, a light, rhythmic, and upbeat electronic background track plays. (2) Occasional sound effects like a high-pitched 'ding' and cartoonish pops are heard, coinciding with the appearance of text on screen. (3) The audio ends with a loud, high-pitched, and exaggerated laugh track that fades out as the video ends.",3,9.172264,2.0282574
0_shufen,0_shufen-20251219105044-890347023736561,"(1) A female voice begins speaking in Mandarin with a clear, storytelling tone. A soft, upbeat, and repetitive acoustic-style BGM starts immediately. (2) The vocal narration continues at a steady pace, with the music remaining at a consistent low volume in the background. (3) The speaker's tone becomes more emphatic towards the end, followed by the music fading out as the video stops.",3,9.07269,2.3903282
0_shufen,0_shufen-20251220102723-1390814852529963,"(1) A female voice begins speaking in Mandarin with a clear, friendly, and conversational tone. A light, upbeat background music track starts at a low volume. (2) As she narrates, a subtle 'ding' sound effect is heard coinciding with the appearance of certain text overlays. (3) The video ends with a brief canned laughter sound effect following the punchline of her story.",3,9.14873,1.8795584
